Current Stop,Date,Estimated Time,Latitude,Longitude,Next Latitude,Next Longitude,Next Stop,Passengers,Time,bus ID
Baykal,2024-12-01,0:04:00,35.04,33.04,,,kaliland,35,09:38 AM,Route 5
Baykal,2024-12-01,0:04:00,35.04,33.04,,,kaliland,28,09:38 PM,Route 5
Sanayi,2024-12-01,0:02:00,35.126178,33.9251674,35.1226413,33.9320308,Intercity Bus Station,25,09:40 AM,Route 1
Sanayi,2024-12-01,0:02:00,35.126178,33.9251674,35.1226413,33.9320308,Intercity Bus Station,20,09:40 PM,Route 1
kaliland,2024-12-01,0:05:00,35.05,33.05,,,Baykal,40,09:44 AM,Route 5
kaliland,2024-12-01,0:05:00,35.05,33.05,,,Baykal,32,09:44 PM,Route 5
registration,2024-12-01,0:01:00,35.01,33.01,,,Mahkeme,20,09:45 AM,Route 2
registration,2024-12-01,0:01:00,35.01,33.01,,,Mahkeme,16,09:45 PM,Route 2
Baykal,2024-12-01,0:04:00,35.04,33.04,,,Gazi,35,09:46 AM,Route 5
Baykal,2024-12-01,0:04:00,35.04,33.04,,,Gazi,28,09:46 PM,Route 5
Harbour,2024-12-01,0:04:00,35.04,33.04,,,Gazimağusa Vergi Dairesi,35,09:48 AM,Route 4
Gazi,2024-12-01,0:03:00,35.03,33.03,35.126178,33.9251674,Sanayi,30,09:48 AM,Route 5
Harbour,2024-12-01,0:04:00,35.04,33.04,,,Gazimağusa Vergi Dairesi,28,09:48 PM,Route 4
Gazi,2024-12-01,0:03:00,35.03,33.03,35.126178,33.9251674,Sanayi,24,09:48 PM,Route 5
Sanayi,2024-12-01,0:02:00,35.126178,33.9251674,35.1226413,33.9320308,Intercity Bus Station,25,09:50 AM,Route 5
Sanayi,2024-12-01,0:02:00,35.126178,33.9251674,35.1226413,33.9320308,Intercity Bus Station,20,09:50 PM,Route 5
Gazimağusa Vergi Dairesi,2024-12-01,0:03:00,35.03,33.03,,,Dumlupınar,30,09:53 AM,Route 4
Gazimağusa Vergi Dairesi,2024-12-01,0:03:00,35.03,33.03,,,Dumlupınar,24,09:53 PM,Route 4
Mahkeme,2024-12-01,0:02:00,35.02,33.02,,,Harika Mahallesi,25,09:55 AM,Route 2
Mahkeme,2024-12-01,0:02:00,35.02,33.02,,,Harika Mahallesi,20,09:55 PM,Route 2
Dumlupınar,2024-12-01,0:02:00,35.02,33.02,,,Anıt,25,09:58 AM,Route 4
Dumlupınar,2024-12-01,0:02:00,35.02,33.02,,,Anıt,20,09:58 PM,Route 4
Intercity Bus Station,2024-12-01,0:01:00,35.1226413,33.9320308,35.126178,33.9251674,Sanayi,20,10:00 AM,Route 1
Intercity Bus Station,2024-12-01,0:01:00,35.1226413,33.9320308,35.126178,33.9251674,Sanayi,16,10:00 PM,Route 1
Harika Mahallesi,2024-12-01,0:03:00,35.03,33.03,,,Kurtalan,30,10:05 AM,Route 2
Harika Mahallesi,2024-12-01,0:03:00,35.03,33.03,,,Kurtalan,24,10:05 PM,Route 2
Sanayi,2024-12-01,0:02:00,35.126178,33.9251674,35.1268975,33.9319466,City Center,25,10:10 AM,Route 1
Sanayi,2024-12-01,0:02:00,35.126178,33.9251674,35.1268975,33.9319466,City Center,20,10:10 PM,Route 1
Kurtalan,2024-12-01,0:04:00,35.04,33.04,,,Tarlabaşı,35,10:15 AM,Route 2
Kurtalan,2024-12-01,0:04:00,35.04,33.04,,,Tarlabaşı,28,10:15 PM,Route 2
City Center,2024-12-01,0:03:00,35.1268975,33.9319466,35.141695,33.907058,University,30,10:20 AM,Route 1
Anıt,2024-12-01,0:01:00,35.01,33.01,,,Dumlupınar,20,10:20 AM,Route 4
City Center,2024-12-01,0:03:00,35.1268975,33.9319466,35.141695,33.907058,University,24,10:20 PM,Route 1
Anıt,2024-12-01,0:01:00,35.01,33.01,,,Dumlupınar,16,10:20 PM,Route 4
Tarlabaşı,2024-12-01,0:05:00,35.05,33.05,,,Kurtalan,40,10:25 AM,Route 2
Tarlabaşı,2024-12-01,0:05:00,35.05,33.05,,,Kurtalan,32,10:25 PM,Route 2
University,2024-12-01,0:04:00,35.141695,33.907058,35.1268975,33.9319466,City Center,35,10:30 AM,Route 1
Kurtalan,2024-12-01,0:04:00,35.04,33.04,,,Harika Mahallesi,35,10:30 AM,Route 2
University,2024-12-01,0:04:00,35.141695,33.907058,35.1268975,33.9319466,City Center,28,10:30 PM,Route 1
Kurtalan,2024-12-01,0:04:00,35.04,33.04,,,Harika Mahallesi,28,10:30 PM,Route 2
Dumlupınar,2024-12-01,0:02:00,35.02,33.02,,,Gazimağusa Vergi Dairesi,25,10:31 AM,Route 4
Dumlupınar,2024-12-01,0:02:00,35.02,33.02,,,Gazimağusa Vergi Dairesi,20,10:31 PM,Route 4
City Center,2024-12-01,0:03:00,35.1268975,33.9319466,35.126178,33.9251674,Sanayi,30,10:35 AM,Route 1
Harika Mahallesi,2024-12-01,0:03:00,35.03,33.03,,,Mahkeme,30,10:35 AM,Route 2
City Center,2024-12-01,0:03:00,35.1268975,33.9319466,35.126178,33.9251674,Sanayi,24,10:35 PM,Route 1
Harika Mahallesi,2024-12-01,0:03:00,35.03,33.03,,,Mahkeme,24,10:35 PM,Route 2
Sanayi,2024-12-01,0:02:00,35.126178,33.9251674,35.1226413,33.9320308,Intercity Bus Station,25,10:40 AM,Route 1
Mahkeme,2024-12-01,0:02:00,35.02,33.02,,,registration,25,10:40 AM,Route 2
Sanayi,2024-12-01,0:02:00,35.126178,33.9251674,35.1226413,33.9320308,Intercity Bus Station,20,10:40 PM,Route 1
Mahkeme,2024-12-01,0:02:00,35.02,33.02,,,registration,20,10:40 PM,Route 2
Gazimağusa Vergi Dairesi,2024-12-01,0:03:00,35.03,33.03,,,Harbour,30,10:42 AM,Route 4
Gazimağusa Vergi Dairesi,2024-12-01,0:03:00,35.03,33.03,,,Harbour,24,10:42 PM,Route 4
Harbour,2024-12-01,0:04:00,35.04,33.04,,,Gazimağusa Vergi Dairesi,35,10:53 AM,Route 4
Harbour,2024-12-01,0:04:00,35.04,33.04,,,Gazimağusa Vergi Dairesi,28,10:53 PM,Route 4
Gazimağusa Vergi Dairesi,2024-12-01,0:03:00,35.03,33.03,,,Dumlupınar,30,10:58 AM,Route 4
Gazimağusa Vergi Dairesi,2024-12-01,0:03:00,35.03,33.03,,,Dumlupınar,24,10:58 PM,Route 4
Intercity Bus Station,2024-12-01,0:01:00,35.1226413,33.9320308,35.126178,33.9251674,Sanayi,20,11:00 AM,Route 1
Intercity Bus Station,2024-12-01,0:01:00,35.1226413,33.9320308,35.126178,33.9251674,Sanayi,16,11:00 PM,Route 1
Dumlupınar,2024-12-01,0:02:00,35.02,33.02,,,Anıt,25,11:03 AM,Route 4
Dumlupınar,2024-12-01,0:02:00,35.02,33.02,,,Anıt,20,11:03 PM,Route 4
Sanayi,2024-12-01,0:02:00,35.126178,33.9251674,35.1268975,33.9319466,City Center,25,11:10 AM,Route 1
Sanayi,2024-12-01,0:02:00,35.126178,33.9251674,35.1268975,33.9319466,City Center,20,11:10 PM,Route 1
City Center,2024-12-01,0:03:00,35.1268975,33.9319466,35.141695,33.907058,University,30,11:20 AM,Route 1
City Center,2024-12-01,0:03:00,35.1268975,33.9319466,35.141695,33.907058,University,24,11:20 PM,Route 1
University,2024-12-01,0:04:00,35.141695,33.907058,35.1268975,33.9319466,City Center,35,11:30 AM,Route 1
University,2024-12-01,0:04:00,35.141695,33.907058,35.1268975,33.9319466,City Center,28,11:30 PM,Route 1
City Center,2024-12-01,0:03:00,35.1268975,33.9319466,35.126178,33.9251674,Sanayi,30,11:35 AM,Route 1
City Center,2024-12-01,0:03:00,35.1268975,33.9319466,35.126178,33.9251674,Sanayi,24,11:35 PM,Route 1
Sanayi,2024-12-01,0:02:00,35.126178,33.9251674,35.1226413,33.9320308,Intercity Bus Station,25,11:40 AM,Route 1
Sanayi,2024-12-01,0:02:00,35.126178,33.9251674,35.1226413,33.9320308,Intercity Bus Station,20,11:40 PM,Route 1
Intercity Bus Station,2024-12-02,0:01:00,35.1226413,33.9320308,35.126178,33.9251674,Sanayi,20,06:00 AM,Route 1
registration,2024-12-02,0:01:00,35.01,33.01,,,Mahkeme,20,06:00 AM,Route 2
activity center,2024-12-02,0:01:00,35.01,33.01,,,library,20,06:00 AM,Route 3
Anıt,2024-12-02,0:01:00,35.01,33.01,,,Dumlupınar,20,06:00 AM,Route 4
Intercity Bus Station,2024-12-02,0:01:00,35.1226413,33.9320308,35.126178,33.9251674,Sanayi,20,06:00 AM,Route 5
Intercity Bus Station,2024-12-02,0:01:00,35.1226413,33.9320308,35.126178,33.9251674,Sanayi,16,06:00 PM,Route 1
registration,2024-12-02,0:01:00,35.01,33.01,,,Mahkeme,16,06:00 PM,Route 2
activity center,2024-12-02,0:01:00,35.01,33.01,,,library,16,06:00 PM,Route 3
Anıt,2024-12-02,0:01:00,35.01,33.01,,,Dumlupınar,16,06:00 PM,Route 4
Intercity Bus Station,2024-12-02,0:01:00,35.1226413,33.9320308,35.126178,33.9251674,Sanayi,16,06:00 PM,Route 5
Sanayi,2024-12-02,0:02:00,35.126178,33.9251674,,,Gazi,25,06:06 AM,Route 5
Sanayi,2024-12-02,0:02:00,35.126178,33.9251674,,,Gazi,20,06:06 PM,Route 5
library,2024-12-02,0:02:00,35.02,33.02,,,uni bus station,25,06:07 AM,Route 3
library,2024-12-02,0:02:00,35.02,33.02,,,uni bus station,20,06:07 PM,Route 3
Sanayi,2024-12-02,0:02:00,35.126178,33.9251674,35.1268975,33.9319466,City Center,25,06:10 AM,Route 1
Mahkeme,2024-12-02,0:02:00,35.02,33.02,,,Harika Mahallesi,25,06:10 AM,Route 2
Sanayi,2024-12-02,0:02:00,35.126178,33.9251674,35.1268975,33.9319466,City Center,20,06:10 PM,Route 1
Mahkeme,2024-12-02,0:02:00,35.02,33.02,,,Harika Mahallesi,20,06:10 PM,Route 2
Dumlupınar,2024-12-02,0:02:00,35.02,33.02,,,Gazimağusa Vergi Dairesi,25,06:11 AM,Route 4
Dumlupınar,2024-12-02,0:02:00,35.02,33.02,,,Gazimağusa Vergi Dairesi,20,06:11 PM,Route 4
Gazi,2024-12-02,0:03:00,35.03,33.03,,,Baykal,30,06:12 AM,Route 5
Gazi,2024-12-02,0:03:00,35.03,33.03,,,Baykal,24,06:12 PM,Route 5
uni bus station,2024-12-02,0:03:00,35.03,33.03,,,main gate,30,06:14 AM,Route 3
uni bus station,2024-12-02,0:03:00,35.03,33.03,,,main gate,24,06:14 PM,Route 3
Baykal,2024-12-02,0:04:00,35.04,33.04,,,kaliland,35,06:18 AM,Route 5
Baykal,2024-12-02,0:04:00,35.04,33.04,,,kaliland,28,06:18 PM,Route 5
City Center,2024-12-02,0:03:00,35.1268975,33.9319466,35.141695,33.907058,University,30,06:20 AM,Route 1
Harika Mahallesi,2024-12-02,0:03:00,35.03,33.03,,,Kurtalan,30,06:20 AM,Route 2
City Center,2024-12-02,0:03:00,35.1268975,33.9319466,35.141695,33.907058,University,24,06:20 PM,Route 1
Harika Mahallesi,2024-12-02,0:03:00,35.03,33.03,,,Kurtalan,24,06:20 PM,Route 2
main gate,2024-12-02,0:04:00,35.04,33.04,,,uni bus station,35,06:21 AM,Route 3
main gate,2024-12-02,0:04:00,35.04,33.04,,,uni bus station,28,06:21 PM,Route 3
Gazimağusa Vergi Dairesi,2024-12-02,0:03:00,35.03,33.03,,,Harbour,30,06:22 AM,Route 4
Gazimağusa Vergi Dairesi,2024-12-02,0:03:00,35.03,33.03,,,Harbour,24,06:22 PM,Route 4
uni bus station,2024-12-02,0:03:00,35.03,33.03,,,library,30,06:24 AM,Route 3
kaliland,2024-12-02,0:05:00,35.05,33.05,,,Baykal,40,06:24 AM,Route 5
uni bus station,2024-12-02,0:03:00,35.03,33.03,,,library,24,06:24 PM,Route 3
kaliland,2024-12-02,0:05:00,35.05,33.05,,,Baykal,32,06:24 PM,Route 5
Baykal,2024-12-02,0:04:00,35.04,33.04,,,Gazi,35,06:26 AM,Route 5
Baykal,2024-12-02,0:04:00,35.04,33.04,,,Gazi,28,06:26 PM,Route 5
library,2024-12-02,0:02:00,35.02,33.02,,,activity center,25,06:27 AM,Route 3
library,2024-12-02,0:02:00,35.02,33.02,,,activity center,20,06:27 PM,Route 3
Gazi,2024-12-02,0:03:00,35.03,33.03,35.126178,33.9251674,Sanayi,30,06:28 AM,Route 5
Gazi,2024-12-02,0:03:00,35.03,33.03,35.126178,33.9251674,Sanayi,24,06:28 PM,Route 5
University,2024-12-02,0:04:00,35.141695,33.907058,35.1268975,33.9319466,City Center,35,06:30 AM,Route 1
Kurtalan,2024-12-02,0:04:00,35.04,33.04,,,Tarlabaşı,35,06:30 AM,Route 2
Sanayi,2024-12-02,0:02:00,35.126178,33.9251674,35.1226413,33.9320308,Intercity Bus Station,25,06:30 AM,Route 5
University,2024-12-02,0:04:00,35.141695,33.907058,35.1268975,33.9319466,City Center,28,06:30 PM,Route 1
Kurtalan,2024-12-02,0:04:00,35.04,33.04,,,Tarlabaşı,28,06:30 PM,Route 2
Sanayi,2024-12-02,0:02:00,35.126178,33.9251674,35.1226413,33.9320308,Intercity Bus Station,20,06:30 PM,Route 5
Harbour,2024-12-02,0:04:00,35.04,33.04,,,Gazimağusa Vergi Dairesi,35,06:33 AM,Route 4
Harbour,2024-12-02,0:04:00,35.04,33.04,,,Gazimağusa Vergi Dairesi,28,06:33 PM,Route 4
City Center,2024-12-02,0:03:00,35.1268975,33.9319466,35.126178,33.9251674,Sanayi,30,06:35 AM,Route 1
City Center,2024-12-02,0:03:00,35.1268975,33.9319466,35.126178,33.9251674,Sanayi,24,06:35 PM,Route 1
Gazimağusa Vergi Dairesi,2024-12-02,0:03:00,35.03,33.03,,,Dumlupınar,30,06:38 AM,Route 4
Gazimağusa Vergi Dairesi,2024-12-02,0:03:00,35.03,33.03,,,Dumlupınar,24,06:38 PM,Route 4
Sanayi,2024-12-02,0:02:00,35.126178,33.9251674,35.1226413,33.9320308,Intercity Bus Station,25,06:40 AM,Route 1
Tarlabaşı,2024-12-02,0:05:00,35.05,33.05,,,Kurtalan,40,06:40 AM,Route 2
Intercity Bus Station,2024-12-02,0:01:00,35.1226413,33.9320308,35.126178,33.9251674,Sanayi,20,06:40 AM,Route 5
Sanayi,2024-12-02,0:02:00,35.126178,33.9251674,35.1226413,33.9320308,Intercity Bus Station,20,06:40 PM,Route 1
Tarlabaşı,2024-12-02,0:05:00,35.05,33.05,,,Kurtalan,32,06:40 PM,Route 2
Intercity Bus Station,2024-12-02,0:01:00,35.1226413,33.9320308,35.126178,33.9251674,Sanayi,16,06:40 PM,Route 5
Dumlupınar,2024-12-02,0:02:00,35.02,33.02,,,Anıt,25,06:43 AM,Route 4
Dumlupınar,2024-12-02,0:02:00,35.02,33.02,,,Anıt,20,06:43 PM,Route 4
Kurtalan,2024-12-02,0:04:00,35.04,33.04,,,Harika Mahallesi,35,06:45 AM,Route 2
activity center,2024-12-02,0:01:00,35.01,33.01,,,library,20,06:45 AM,Route 3
Kurtalan,2024-12-02,0:04:00,35.04,33.04,,,Harika Mahallesi,28,06:45 PM,Route 2
activity center,2024-12-02,0:01:00,35.01,33.01,,,library,16,06:45 PM,Route 3
Sanayi,2024-12-02,0:02:00,35.126178,33.9251674,,,Gazi,25,06:46 AM,Route 5
Sanayi,2024-12-02,0:02:00,35.126178,33.9251674,,,Gazi,20,06:46 PM,Route 5
Harika Mahallesi,2024-12-02,0:03:00,35.03,33.03,,,Mahkeme,30,06:50 AM,Route 2
Harika Mahallesi,2024-12-02,0:03:00,35.03,33.03,,,Mahkeme,24,06:50 PM,Route 2
library,2024-12-02,0:02:00,35.02,33.02,,,uni bus station,25,06:52 AM,Route 3
Gazi,2024-12-02,0:03:00,35.03,33.03,,,Baykal,30,06:52 AM,Route 5
library,2024-12-02,0:02:00,35.02,33.02,,,uni bus station,20,06:52 PM,Route 3
Gazi,2024-12-02,0:03:00,35.03,33.03,,,Baykal,24,06:52 PM,Route 5
Mahkeme,2024-12-02,0:02:00,35.02,33.02,,,registration,25,06:55 AM,Route 2
Mahkeme,2024-12-02,0:02:00,35.02,33.02,,,registration,20,06:55 PM,Route 2
Baykal,2024-12-02,0:04:00,35.04,33.04,,,kaliland,35,06:58 AM,Route 5
Baykal,2024-12-02,0:04:00,35.04,33.04,,,kaliland,28,06:58 PM,Route 5
uni bus station,2024-12-02,0:03:00,35.03,33.03,,,main gate,30,06:59 AM,Route 3
uni bus station,2024-12-02,0:03:00,35.03,33.03,,,main gate,24,06:59 PM,Route 3
Intercity Bus Station,2024-12-02,0:01:00,35.1226413,33.9320308,35.126178,33.9251674,Sanayi,20,07:00 AM,Route 1
Intercity Bus Station,2024-12-02,0:01:00,35.1226413,33.9320308,35.126178,33.9251674,Sanayi,16,07:00 PM,Route 1
kaliland,2024-12-02,0:05:00,35.05,33.05,,,Baykal,40,07:04 AM,Route 5
kaliland,2024-12-02,0:05:00,35.05,33.05,,,Baykal,32,07:04 PM,Route 5
Anıt,2024-12-02,0:01:00,35.01,33.01,,,Dumlupınar,20,07:05 AM,Route 4
Anıt,2024-12-02,0:01:00,35.01,33.01,,,Dumlupınar,16,07:05 PM,Route 4
main gate,2024-12-02,0:04:00,35.04,33.04,,,uni bus station,35,07:06 AM,Route 3
Baykal,2024-12-02,0:04:00,35.04,33.04,,,Gazi,35,07:06 AM,Route 5
main gate,2024-12-02,0:04:00,35.04,33.04,,,uni bus station,28,07:06 PM,Route 3
Baykal,2024-12-02,0:04:00,35.04,33.04,,,Gazi,28,07:06 PM,Route 5
Gazi,2024-12-02,0:03:00,35.03,33.03,35.126178,33.9251674,Sanayi,30,07:08 AM,Route 5
Gazi,2024-12-02,0:03:00,35.03,33.03,35.126178,33.9251674,Sanayi,24,07:08 PM,Route 5
uni bus station,2024-12-02,0:03:00,35.03,33.03,,,library,30,07:09 AM,Route 3
uni bus station,2024-12-02,0:03:00,35.03,33.03,,,library,24,07:09 PM,Route 3
Sanayi,2024-12-02,0:02:00,35.126178,33.9251674,35.1268975,33.9319466,City Center,25,07:10 AM,Route 1
Sanayi,2024-12-02,0:02:00,35.126178,33.9251674,35.1226413,33.9320308,Intercity Bus Station,25,07:10 AM,Route 5
Sanayi,2024-12-02,0:02:00,35.126178,33.9251674,35.1268975,33.9319466,City Center,20,07:10 PM,Route 1
Sanayi,2024-12-02,0:02:00,35.126178,33.9251674,35.1226413,33.9320308,Intercity Bus Station,20,07:10 PM,Route 5
library,2024-12-02,0:02:00,35.02,33.02,,,activity center,25,07:12 AM,Route 3
library,2024-12-02,0:02:00,35.02,33.02,,,activity center,20,07:12 PM,Route 3
registration,2024-12-02,0:01:00,35.01,33.01,,,Mahkeme,20,07:15 AM,Route 2
registration,2024-12-02,0:01:00,35.01,33.01,,,Mahkeme,16,07:15 PM,Route 2
Dumlupınar,2024-12-02,0:02:00,35.02,33.02,,,Gazimağusa Vergi Dairesi,25,07:16 AM,Route 4
Dumlupınar,2024-12-02,0:02:00,35.02,33.02,,,Gazimağusa Vergi Dairesi,20,07:16 PM,Route 4
City Center,2024-12-02,0:03:00,35.1268975,33.9319466,35.141695,33.907058,University,30,07:20 AM,Route 1
Intercity Bus Station,2024-12-02,0:01:00,35.1226413,33.9320308,35.126178,33.9251674,Sanayi,20,07:20 AM,Route 5
City Center,2024-12-02,0:03:00,35.1268975,33.9319466,35.141695,33.907058,University,24,07:20 PM,Route 1
Intercity Bus Station,2024-12-02,0:01:00,35.1226413,33.9320308,35.126178,33.9251674,Sanayi,16,07:20 PM,Route 5
Mahkeme,2024-12-02,0:02:00,35.02,33.02,,,Harika Mahallesi,25,07:25 AM,Route 2
Mahkeme,2024-12-02,0:02:00,35.02,33.02,,,Harika Mahallesi,20,07:25 PM,Route 2
Sanayi,2024-12-02,0:02:00,35.126178,33.9251674,,,Gazi,25,07:26 AM,Route 5
Sanayi,2024-12-02,0:02:00,35.126178,33.9251674,,,Gazi,20,07:26 PM,Route 5
Gazimağusa Vergi Dairesi,2024-12-02,0:03:00,35.03,33.03,,,Harbour,30,07:27 AM,Route 4
Gazimağusa Vergi Dairesi,2024-12-02,0:03:00,35.03,33.03,,,Harbour,24,07:27 PM,Route 4
University,2024-12-02,0:04:00,35.141695,33.907058,35.1268975,33.9319466,City Center,35,07:30 AM,Route 1
activity center,2024-12-02,0:01:00,35.01,33.01,,,library,20,07:30 AM,Route 3
University,2024-12-02,0:04:00,35.141695,33.907058,35.1268975,33.9319466,City Center,28,07:30 PM,Route 1
activity center,2024-12-02,0:01:00,35.01,33.01,,,library,16,07:30 PM,Route 3
Gazi,2024-12-02,0:03:00,35.03,33.03,,,Baykal,30,07:32 AM,Route 5
Gazi,2024-12-02,0:03:00,35.03,33.03,,,Baykal,24,07:32 PM,Route 5
City Center,2024-12-02,0:03:00,35.1268975,33.9319466,35.126178,33.9251674,Sanayi,30,07:35 AM,Route 1
Harika Mahallesi,2024-12-02,0:03:00,35.03,33.03,,,Kurtalan,30,07:35 AM,Route 2
City Center,2024-12-02,0:03:00,35.1268975,33.9319466,35.126178,33.9251674,Sanayi,24,07:35 PM,Route 1
Harika Mahallesi,2024-12-02,0:03:00,35.03,33.03,,,Kurtalan,24,07:35 PM,Route 2
library,2024-12-02,0:02:00,35.02,33.02,,,uni bus station,25,07:37 AM,Route 3
library,2024-12-02,0:02:00,35.02,33.02,,,uni bus station,20,07:37 PM,Route 3
Harbour,2024-12-02,0:04:00,35.04,33.04,,,Gazimağusa Vergi Dairesi,35,07:38 AM,Route 4
Baykal,2024-12-02,0:04:00,35.04,33.04,,,kaliland,35,07:38 AM,Route 5
Harbour,2024-12-02,0:04:00,35.04,33.04,,,Gazimağusa Vergi Dairesi,28,07:38 PM,Route 4
Baykal,2024-12-02,0:04:00,35.04,33.04,,,kaliland,28,07:38 PM,Route 5
Sanayi,2024-12-02,0:02:00,35.126178,33.9251674,35.1226413,33.9320308,Intercity Bus Station,25,07:40 AM,Route 1
Sanayi,2024-12-02,0:02:00,35.126178,33.9251674,35.1226413,33.9320308,Intercity Bus Station,20,07:40 PM,Route 1
Gazimağusa Vergi Dairesi,2024-12-02,0:03:00,35.03,33.03,,,Dumlupınar,30,07:43 AM,Route 4
Gazimağusa Vergi Dairesi,2024-12-02,0:03:00,35.03,33.03,,,Dumlupınar,24,07:43 PM,Route 4
uni bus station,2024-12-02,0:03:00,35.03,33.03,,,main gate,30,07:44 AM,Route 3
kaliland,2024-12-02,0:05:00,35.05,33.05,,,Baykal,40,07:44 AM,Route 5
uni bus station,2024-12-02,0:03:00,35.03,33.03,,,main gate,24,07:44 PM,Route 3
kaliland,2024-12-02,0:05:00,35.05,33.05,,,Baykal,32,07:44 PM,Route 5
Kurtalan,2024-12-02,0:04:00,35.04,33.04,,,Tarlabaşı,35,07:45 AM,Route 2
Kurtalan,2024-12-02,0:04:00,35.04,33.04,,,Tarlabaşı,28,07:45 PM,Route 2
Baykal,2024-12-02,0:04:00,35.04,33.04,,,Gazi,35,07:46 AM,Route 5
Baykal,2024-12-02,0:04:00,35.04,33.04,,,Gazi,28,07:46 PM,Route 5
Dumlupınar,2024-12-02,0:02:00,35.02,33.02,,,Anıt,25,07:48 AM,Route 4
Gazi,2024-12-02,0:03:00,35.03,33.03,35.126178,33.9251674,Sanayi,30,07:48 AM,Route 5
Dumlupınar,2024-12-02,0:02:00,35.02,33.02,,,Anıt,20,07:48 PM,Route 4
Gazi,2024-12-02,0:03:00,35.03,33.03,35.126178,33.9251674,Sanayi,24,07:48 PM,Route 5
Sanayi,2024-12-02,0:02:00,35.126178,33.9251674,35.1226413,33.9320308,Intercity Bus Station,25,07:50 AM,Route 5
Sanayi,2024-12-02,0:02:00,35.126178,33.9251674,35.1226413,33.9320308,Intercity Bus Station,20,07:50 PM,Route 5
main gate,2024-12-02,0:04:00,35.04,33.04,,,uni bus station,35,07:51 AM,Route 3
main gate,2024-12-02,0:04:00,35.04,33.04,,,uni bus station,28,07:51 PM,Route 3
uni bus station,2024-12-02,0:03:00,35.03,33.03,,,library,30,07:54 AM,Route 3
uni bus station,2024-12-02,0:03:00,35.03,33.03,,,library,24,07:54 PM,Route 3
Tarlabaşı,2024-12-02,0:05:00,35.05,33.05,,,Kurtalan,40,07:55 AM,Route 2
Tarlabaşı,2024-12-02,0:05:00,35.05,33.05,,,Kurtalan,32,07:55 PM,Route 2
library,2024-12-02,0:02:00,35.02,33.02,,,activity center,25,07:57 AM,Route 3
library,2024-12-02,0:02:00,35.02,33.02,,,activity center,20,07:57 PM,Route 3
Intercity Bus Station,2024-12-02,0:01:00,35.1226413,33.9320308,35.126178,33.9251674,Sanayi,20,08:00 AM,Route 1
Kurtalan,2024-12-02,0:04:00,35.04,33.04,,,Harika Mahallesi,35,08:00 AM,Route 2
Intercity Bus Station,2024-12-02,0:01:00,35.1226413,33.9320308,35.126178,33.9251674,Sanayi,20,08:00 AM,Route 5
Intercity Bus Station,2024-12-02,0:01:00,35.1226413,33.9320308,35.126178,33.9251674,Sanayi,16,08:00 PM,Route 1
Kurtalan,2024-12-02,0:04:00,35.04,33.04,,,Harika Mahallesi,28,08:00 PM,Route 2
Intercity Bus Station,2024-12-02,0:01:00,35.1226413,33.9320308,35.126178,33.9251674,Sanayi,16,08:00 PM,Route 5
Harika Mahallesi,2024-12-02,0:03:00,35.03,33.03,,,Mahkeme,30,08:05 AM,Route 2
Harika Mahallesi,2024-12-02,0:03:00,35.03,33.03,,,Mahkeme,24,08:05 PM,Route 2
Sanayi,2024-12-02,0:02:00,35.126178,33.9251674,,,Gazi,25,08:06 AM,Route 5
Sanayi,2024-12-02,0:02:00,35.126178,33.9251674,,,Gazi,20,08:06 PM,Route 5
Sanayi,2024-12-02,0:02:00,35.126178,33.9251674,35.1268975,33.9319466,City Center,25,08:10 AM,Route 1
Mahkeme,2024-12-02,0:02:00,35.02,33.02,,,registration,25,08:10 AM,Route 2
Anıt,2024-12-02,0:01:00,35.01,33.01,,,Dumlupınar,20,08:10 AM,Route 4
Sanayi,2024-12-02,0:02:00,35.126178,33.9251674,35.1268975,33.9319466,City Center,20,08:10 PM,Route 1
Mahkeme,2024-12-02,0:02:00,35.02,33.02,,,registration,20,08:10 PM,Route 2
Anıt,2024-12-02,0:01:00,35.01,33.01,,,Dumlupınar,16,08:10 PM,Route 4
Gazi,2024-12-02,0:03:00,35.03,33.03,,,Baykal,30,08:12 AM,Route 5
Gazi,2024-12-02,0:03:00,35.03,33.03,,,Baykal,24,08:12 PM,Route 5
Baykal,2024-12-02,0:04:00,35.04,33.04,,,kaliland,35,08:18 AM,Route 5
Baykal,2024-12-02,0:04:00,35.04,33.04,,,kaliland,28,08:18 PM,Route 5
City Center,2024-12-02,0:03:00,35.1268975,33.9319466,35.141695,33.907058,University,30,08:20 AM,Route 1
City Center,2024-12-02,0:03:00,35.1268975,33.9319466,35.141695,33.907058,University,24,08:20 PM,Route 1
Dumlupınar,2024-12-02,0:02:00,35.02,33.02,,,Gazimağusa Vergi Dairesi,25,08:21 AM,Route 4
Dumlupınar,2024-12-02,0:02:00,35.02,33.02,,,Gazimağusa Vergi Dairesi,20,08:21 PM,Route 4
kaliland,2024-12-02,0:05:00,35.05,33.05,,,Baykal,40,08:24 AM,Route 5
kaliland,2024-12-02,0:05:00,35.05,33.05,,,Baykal,32,08:24 PM,Route 5
Baykal,2024-12-02,0:04:00,35.04,33.04,,,Gazi,35,08:26 AM,Route 5
Baykal,2024-12-02,0:04:00,35.04,33.04,,,Gazi,28,08:26 PM,Route 5
Gazi,2024-12-02,0:03:00,35.03,33.03,35.126178,33.9251674,Sanayi,30,08:28 AM,Route 5
